utterance,file
e ja,BB_d52_AML_AW.anonym.txt
"og så sier du at det "" hvis du har vært i militæret så bla bla bla "" sier jeg hvis du har vært i militæret og jeg har sagt dette har du sagt # "" slem mann "" nei sånn er ikke det og så har du",BB_d52_AML_AW.anonym.txt
* ja men det vet jo,BB_d52_AML_AW.anonym.txt
ikke jeg,BB_d52_AML_AW.anonym.txt
* nei men du kan ikke stå og diskutere det med meg da når vi skulle gi d-nei men kan du si åssen det har vært å være i militæret da #,BB_d52_AML_AW.anonym.txt
nei men kan ikke si åssen det har vært nei jeg diskuterte ikke jeg bare,BB_d52_AML_AW.anonym.txt
sa forslaget mitt # og du bøyde jo etter med en gang som ei anna geit,BB_d52_AML_AW.anonym.txt
det syns jeg er rart med deg føler du at du går like godt overens med alle som er her inne liksom ?,BB_d52_AML_AW.anonym.txt
jeg ? ### ja ## nei men altså jeg har sånn # jeg har den jeg har med deg liksom # når vi har pleier å være på tomanns ## på måte,BB_d52_AML_AW.anonym.txt
mm,BB_d52_AML_AW.anonym.txt
og snakke om alt mulig ## og så har jeg # Anette er den jeg kødder sånn med ikke sant,BB_d52_AML_AW.anonym.txt
mm,BB_d52_AML_AW.anonym.txt
men jeg blir jo lei hun til tider ## sånn som hun blir på meg ## og Rodney er liksom Rodney der,BB_d52_AML_AW.anonym.txt
mm,BB_d52_AML_AW.anonym.txt
og Ramsy han har jeg og han har jo vi den s- mye av den samme dårlige humoren da # går på det film og hva ville hun og det tullet der # og der har vi de samme der blir det liksom alltid det vi spøker med,BB_d52_AML_AW.anonym.txt
mm,BB_d52_AML_AW.anonym.txt
og Anne Mona er veldig på tomannshånd inne på rommet for vi ## det vi har til felles liksom er at vi aldri # holdt på_si kommer opp i slåssing og sånn så # har jeg snakka en del med hun,BB_d52_AML_AW.anonym.txt
for jeg # s- syns livsstilen hennes har vært veldig interessant for den har vært # helt motsatt av min ## og Anita er vel ## Anita liksom,BB_d52_AML_AW.anonym.txt
men,BB_d52_AML_AW.anonym.txt
* Anita,BB_d52_AML_AW.anonym.txt
er ikke noe sånn derre # altså hvis jeg hadde møtt Anita utafor huset her,BB_d52_AML_AW.anonym.txt
ja,BB_d52_AML_AW.anonym.txt
så hadde ikke jeg hatt noe til felles med Anita egentlig,BB_d52_AML_AW.anonym.txt
nei jeg hadde bare sittet på samme puber som henne,BB_d52_AML_AW.anonym.txt
ja det kunne jeg også gjort faktisk ## hun skaper en litt sånn motvekt til all den konkurransegreiene,BB_d52_AML_AW.anonym.txt
ja,BB_d52_AML_AW.anonym.txt
som er # altså det er så veldig laid back andre veien på en måte ## at ## det det kan det kan det er egentlig jævlig bra,BB_d52_AML_AW.anonym.txt
* og hun ,BB_d52_AML_AW.anonym.txt
hun tåler også en støyt mens når Monica var her så # hun var også en motvekt men hun var jo så veldig ## porselen kanskje hun som burde vært kalt porselen og ikke # Anette,BB_d52_AML_AW.anonym.txt
* men jeg syns for ... * ja,BB_d52_AML_AW.anonym.txt
det som er # jeg kom veldig godt overens med Monica òg jeg # men men det jeg syns skar seg er at a syns ikke hun # hun passa ikke inn her med mange av de andre,BB_d52_AML_AW.anonym.txt
nei,BB_d52_AML_AW.anonym.txt
rett_og_slett,BB_d52_AML_AW.anonym.txt
nei hun gjorde ikke det,BB_d52_AML_AW.anonym.txt
så egentlig så var hun den normale og vi andre unormale egentlig på en måte,BB_d52_AML_AW.anonym.txt
mm,BB_d52_AML_AW.anonym.txt
jeg syns ikke hun passa inn i i settinga,BB_d52_AML_AW.anonym.txt
hva er det ?,BB_d52_AML_AW.anonym.txt
ja så ble det natta i Big Brother-huset da vet du jo_da ilderen da ? ## noen som har tenkt på den eller dri- # eller lever n bare sitt eget liv oppå der,BB_d52_AML_AW.anonym.txt
em ## em ## rett ## e ## så heiser vi flagget ##,BB_d53_AML.anonym.txt
mm,BB_d53_AML.anonym.txt
ikke fysisk ikke fysisk først ?,BB_d53_AML.anonym.txt
mm,BB_d53_AML.anonym.txt
nei,BB_d53_AML.anonym.txt
skal vi hvile i_mellomtida ?,BB_d53_AML.anonym.txt
nei,BB_d53_AML.anonym.txt
ok ## får skifte side vi da så fine og blanke de var da,BB_d53_AML.anonym.txt
syns du du var fin,BB_d53_AML.anonym.txt
bra,BB_d53_AML.anonym.txt
legg godt merke til lua og se på din egen etterpå,BB_d53_AML.anonym.txt
tørk skoene dine gutt,BB_d53_AML.anonym.txt
det er ikke noe fransk det der | det er ikke så galt da | ute i felten,BB_d53_AML.anonym.txt
dagens hovedoppgave ballonggranatkasting # hvert lag får to poser med ballonger # den ene posen inneholder ballonger til øvelse # den andre er ballonger som skal brukes til under selve konkuransen # der som dere tar tre ballonger hver i seil i selve konkurransen fyll ballongene med vann # ballongene skal kastes oppi basketballkurven # stå på kanten av verandaen og kast # lagene skal kaste annenhver gang # dere vil ikke få flere ballonger selv om noen sprekker før de blir kastet # kriteriene for å vinne er det laget som treffer # oppi basketballkurven flest ganger,BB_d53_AML.anonym.txt
jeg trur denne her er jævlig fin jeg altså ## hva trur du om denne herre ?,BB_d53_AML.anonym.txt
* den er ikke så,BB_d53_AML.anonym.txt
jeg trur det er en passe størrelse for du får n i hånda di så du har,BB_d53_AML.anonym.txt
mjuk som jeg trudde heller,BB_d53_AML.anonym.txt
det er ganske tjukke ballonger,BB_d53_AML.anonym.txt
det er en litt større det kan vi også prøve,BB_d53_AML.anonym.txt
den er jo ikke større er den det da ## jo litt,BB_d53_AML.anonym.txt
littegrann ja ja prøver det,BB_d53_AML.anonym.txt
det ser ut som dem klarer å fange ballongene hele òg,BB_d53_AML.anonym.txt
gjør det det ?,BB_d53_AML.anonym.txt
ikke det med at ene hånda går ene veien men # du mister litt kontrollen # når du,BB_d53_AML.anonym.txt
* ja,BB_d53_AML.anonym.txt
jammen det er derfor vi øver for at vi skal finne ut hva som er best,BB_d53_AML.anonym.txt
* ja,BB_d53_AML.anonym.txt
what ' s best for you,BB_d53_AML.anonym.txt
oi,BB_d53_AML.anonym.txt
takk,BB_d53_AML.anonym.txt
ja det er sånn lang penis,BB_d53_AML.anonym.txt
nei,BB_d53_AML.anonym.txt
ja skal jeg stå under,BB_d53_AML.anonym.txt
nei men vet du hva den glapp i hånda # så det må vi også være litt obs på # at n,BB_d53_AML.anonym.txt
* ja han,BB_d53_AML.anonym.txt
glapp i hånda,BB_d53_AML.anonym.txt
ja glipper n i hånda da ## mister du taket,BB_d53_AML.anonym.txt
her # skal jeg prøve en gang,BB_d53_AML.anonym.txt
* ja,BB_d53_AML.anonym.txt
nei,BB_d53_AML.anonym.txt
da veit vi det at hvis man treffer veggen så er det,BB_d53_AML.anonym.txt
mm,BB_d53_AML.anonym.txt
disse her sånn kan faktisk sprette litt ut fra veggen sånn som du sa at vi treffer vi firkanten så går n nedi,BB_d53_AML.anonym.txt
mm,BB_d53_AML.anonym.txt
nå har vi ok,BB_d53_AML.anonym.txt
mm,BB_d53_AML.anonym.txt
traff du nei,BB_d53_AML.anonym.txt
nei men stå,BB_d53_AML.anonym.txt
* det lønner,BB_d53_AML.anonym.txt
seg det er bedre å kaste for langt enn for kort for da treffer n # plata,BB_d53_AML.anonym.txt
* vi står på den sida her vi,BB_d53_AML.anonym.txt
også kaster vi fra,BB_d53_AML.anonym.txt
u,BB_d53_AML.anonym.txt
yes,BB_d53_AML.anonym.txt
var ikke oppi,BB_d53_AML.anonym.txt
rett,BB_d53_AML.anonym.txt
rett,BB_d53_AML.anonym.txt
på stedet,BB_d53_AML.anonym.txt
* hvil,BB_d53_AML.anonym.txt
hvil,BB_d53_AML.anonym.txt
hvil ## ok tre av,BB_d53_AML.anonym.txt
snu,BB_d53_AML.anonym.txt
var jeg som var litt trøtt,BB_d53_AML.anonym.txt
hæ ?,BB_d53_AML.anonym.txt
Rodney begynner # så hiver Anita # så hiver jeg # så hiver,BB_d53_AML.anonym.txt
* jeg,BB_d53_AML.anonym.txt
du har ansvaret for tellinga hvor mange treff hele laget får,BB_d53_AML.anonym.txt
jeg må få godkjent treff da da må dere vise ta en arm i været begge to hvis det er treff,BB_d53_AML.anonym.txt
* ja det,BB_d53_AML.anonym.txt
gjør vi men du skal telle under hele,BB_d53_AML.anonym.txt
dere som starter,BB_d53_AML.anonym.txt
konkurransen,BB_d53_AML.anonym.txt
* vi starter,BB_d53_AML.anonym.txt
ja går dere bak så ikke jeg ser dere,BB_d53_AML.anonym.txt
* | * ok,BB_d53_AML.anonym.txt
og hva skal vi si hvis vi ikke er enig om han treffer eller ikke så kaster de ballongen på nytt,BB_d53_AML.anonym.txt
* da holder vi kjeft,BB_d53_AML.anonym.txt
da er vi i gang holder kjeft stilt her,BB_d53_AML.anonym.txt
* vi nikker hvis vi er enig,BB_d53_AML.anonym.txt
jammen hvis vi er uenig,BB_d53_AML.anonym.txt
* følg,BB_d53_AML.anonym.txt
jepp da kan vi begynne,BB_d53_AML.anonym.txt
* følg,BB_d53_AML.anonym.txt
med på kurven nå,BB_d53_AML.anonym.txt
let the games begin,BB_d53_AML.anonym.txt
ja | yes |,BB_d53_AML.anonym.txt
var på baksida,BB_d53_AML.anonym.txt
ja det er vår oppgave det trenger du ikke å si noe om det det var,BB_d53_AML.anonym.txt
jammen dere skal jo signalisere om den er inne eller ute,BB_d53_AML.anonym.txt
* Anita | * ja men,BB_d53_AML.anonym.txt
når de er ferdig ja,BB_d53_AML.anonym.txt
når det er ferdig ?,BB_d53_AML.anonym.txt
når når en og en er ferdig og kaste vi skal si men dere,BB_d53_AML.anonym.txt
* ikke,BB_d53_AML.anonym.txt
kommuniser nå da,BB_d53_AML.anonym.txt
nei,BB_d53_AML.anonym.txt
det er ikke blitt telt noe poeng det er en null,BB_d53_AML.anonym.txt
å den glapp ## mama,BB_d53_AML.anonym.txt
fitte,BB_d53_AML.anonym.txt
scratch igjen da for hvis de får bare tre poeng ## og vi har # to ## og du har igjen to # ballonger så prøver du ikke å treffe på de to ## da starter vi på scratch igjen ## for_eksempel,BB_d53_AML.anonym.txt
nei ja men skal jo nulle | da blir det omkast hvis vi på det ja ## og jeg har røket # ballongen | de har røket flere enn oss | har de det ? | ja | ja,BB_d53_AML.anonym.txt
ja | yes |,BB_d53_AML.anonym.txt
fem fire,BB_d53_AML.anonym.txt
var n nedi ?,BB_d53_AML.anonym.txt
* fem,BB_d53_AML.anonym.txt
fire,BB_d53_AML.anonym.txt
ja,BB_d53_AML.anonym.txt
ja,BB_d53_AML.anonym.txt
trådte seg på innsida,BB_d53_AML.anonym.txt
hm ?,BB_d53_AML.anonym.txt
trådte seg på innsida,BB_d53_AML.anonym.txt
yes | jada | | jada,BB_d53_AML.anonym.txt
er det,BB_d53_AML.anonym.txt
* ni,BB_d53_AML.anonym.txt
åtte,BB_d53_AML.anonym.txt
ni åtte,BB_d53_AML.anonym.txt
nei da,BB_d53_AML.anonym.txt
eller Ramsy og Anette i_går når de trudde de hadde vunnet potetskrellinga,BB_d53_AML.anonym.txt
mm,BB_d53_AML.anonym.txt
yes,BB_d53_AML.anonym.txt
ja | nei,BB_d53_AML.anonym.txt
ja han var nedi kurva,BB_d53_AML.anonym.txt
det så ikke jeg,BB_d53_AML.anonym.txt
nei hiv om_igjen,BB_d53_AML.anonym.txt
hæ ?,BB_d53_AML.anonym.txt
du,BB_d53_AML.anonym.txt
* hiv om,BB_d53_AML.anonym.txt
igjen # nei men det er bare å hive om_igjen,BB_d53_AML.anonym.txt
fleiper du,BB_d53_AML.anonym.txt
ikke k-,BB_d53_AML.anonym.txt
* nei jeg så,BB_d53_AML.anonym.txt
ikke det,BB_d53_AML.anonym.txt
pass så ikke flytt den,BB_d53_AML.anonym.txt
* hæ nei,BB_d53_AML.anonym.txt
er det mulig,BB_d53_AML.anonym.txt
vi så jo tydelig at n var oppi | jammen det er ikke noe å snakke om det er bare å # keep going,BB_d53_AML.anonym.txt
* ja det er fjorten ni bare hiv om_igjen # det er ikke noe å diskutere,BB_d53_AML.anonym.txt
nei,BB_d53_AML.anonym.txt
måk til,BB_d53_AML.anonym.txt
sånn ja,BB_d53_AML.anonym.txt
* nei,BB_d53_AML.anonym.txt
ser stor ut,BB_d53_AML.anonym.txt
dere holder dere gode # nice,BB_d53_AML.anonym.txt
ja ja ja,BB_d53_AML.anonym.txt
ja ja ja ja ja # fjorten ni og ökar,BB_d53_AML.anonym.txt
yes |,BB_d53_AML.anonym.txt
ja ja ja ja | |,BB_d53_AML.anonym.txt
ja | yes |,BB_d53_AML.anonym.txt
femten ti,BB_d53_AML.anonym.txt
hadde det vært på det blå laget så hadde det vært godkjent,BB_d53_AML.anonym.txt
ja # når det blir så lite vann i n at det ikke går an å hive n til slutt | | | grattis | ja,BB_d53_AML.anonym.txt
gratulerer dere vant,BB_d53_AML.anonym.txt
se # de er ubreakable,BB_d53_AML.anonym.txt
fy_faen ## dere var jo # elendig,BB_d53_AML.anonym.txt
se her da # denne her er ikke helt ferdig,BB_d53_AML.anonym.txt
vi får ikke lov # det er ikke noe sted vi får gjort det,BB_d53_AML.anonym.txt
jo jo jo badstua,BB_d53_AML.anonym.txt
* badstua,BB_d53_AML.anonym.txt
nei der er det også kamera,BB_d53_AML.anonym.txt
og det er ikke kamera der_inne ## du det er tre fire fem kamera der_inne,BB_d53_AML.anonym.txt
nei men på der er det litt annerledes,BB_d53_AML.anonym.txt
* jammen også,BB_d53_AML.anonym.txt
har vi ikke de reglene da,BB_d53_AML.anonym.txt
hæ ?,BB_d53_AML.anonym.txt
vi lover å ikke komme inn,BB_d53_AML.anonym.txt
* vi kan ikke være på,BB_d53_AML.anonym.txt
nei,BB_d53_AML.anonym.txt
på # kan ikke være,BB_d53_AML.anonym.txt
på det soverommet,BB_d53_AML.anonym.txt
ta badet da ## eller # toalettet,BB_d53_AML.anonym.txt
* hey,BB_d53_AML.anonym.txt
herregud så klart de ser det,BB_d53_AML.anonym.txt
nei,BB_d53_AML.anonym.txt
jo,BB_d53_AML.anonym.txt
flirer og storkoser seg jentene,BB_d53_AML.anonym.txt
ja,BB_d53_AML.anonym.txt
""" m "" ## "" e "" ## "" r "" ### hva var det ordet der da ?",BB_d53_AML.anonym.txt
""" jeg utstemmer """,BB_d53_AML.anonym.txt
å,BB_d53_AML.anonym.txt
jævlig fint da hvis du hadde vært skikkelig dritfull,BB_d53_AML.anonym.txt
ja,BB_d53_AML.anonym.txt
"alle bare "" fy_faen "" ja ja ja ## "" hæ "" "" nei fy f- "" ## gjør # helt sinnsyk ja ja ja ok greit hva mener du om det da ja ja ## blir dødsdrevne på det vet du #",BB_d53_AML.anonym.txt
knakk to håndledd på festen sin på grunn av det ble så mye krangling,BB_d53_AML.anonym.txt
* ja ja ja |,BB_d53_AML.anonym.txt
"mygg Rodney nei fy fa- ## sier "" hva er det han snakker om """,BB_d53_AML.anonym.txt
jeg lurer på om de hadde skjønt det jeg,BB_d53_AML.anonym.txt
ja,BB_d53_AML.anonym.txt
"ja # ja # "" jeg utstemmer """,BB_d53_AML.anonym.txt
""" r """,BB_d53_AML.anonym.txt
""" r """,BB_d53_AML.anonym.txt
""" o """,BB_d53_AML.anonym.txt
""" d """,BB_d53_AML.anonym.txt
""" d """,BB_d53_AML.anonym.txt
""" n """,BB_d53_AML.anonym.txt
""" n """,BB_d53_AML.anonym.txt
""" e """,BB_d53_AML.anonym.txt
""" e """,BB_d53_AML.anonym.txt
""" e """,BB_d53_AML.anonym.txt
""" y """,BB_d53_AML.anonym.txt
""" y """,BB_d53_AML.anonym.txt
hva er det som,BB_d53_AML.anonym.txt
*,BB_d53_AML.anonym.txt
ikke den opp der da ?,BB_d53_AML.anonym.txt
"nei ## ta en "" æ "" nå # det var det jeg prøvde å drille deg på i_sted "" æ "" også tar du en "" j "" # "" j "" # "" j "" også neste # "" v "" ## og da er den nede og da er det neste bokstav og det er "" w """,BB_d53_AML.anonym.txt
""" æ "" "" j "" "" v """,BB_d53_AML.anonym.txt
"ja så er det "" w """,BB_d53_AML.anonym.txt
""" w "" ?",BB_d53_AML.anonym.txt
e,BB_d53_AML.anonym.txt
rett ut da ?,BB_d53_AML.anonym.txt
ja også den skal egentlig peke litt mer mere pent sånn ja,BB_d53_AML.anonym.txt
den sånn,BB_d53_AML.anonym.txt
"som en "" l """,BB_d53_AML.anonym.txt
* så har du,BB_d53_AML.anonym.txt
* ja,BB_d53_AML.anonym.txt
""" z "" og "" å "" # de er sånn",BB_d53_AML.anonym.txt
""" x "" da ?",BB_d53_AML.anonym.txt
""" x "" var sånn # sånn",BB_d53_AML.anonym.txt
ja # mm,BB_d53_AML.anonym.txt
"* den opp der den ned der det er "" x """,BB_d53_AML.anonym.txt
mm,BB_d53_AML.anonym.txt
men du må være tydelig mer på den for husk ## se her jeg skal bare vise noe,BB_d53_AML.anonym.txt
"når du tar "" l "" så gjør du sånn og det er riktig ikke sant",BB_d53_AML.anonym.txt
* ja,BB_d53_AML.anonym.txt
"også er det "" ø """,BB_d53_AML.anonym.txt
ja # ikke sant,BB_d53_AML.anonym.txt
motsatt # mm,BB_d53_AML.anonym.txt
"men når du prøver nå og ta "" x "" ## hvis jeg har en "" ø "" nå",BB_d53_AML.anonym.txt
mm,BB_d53_AML.anonym.txt
"da skal den peke opp og det skal n gjøre på "" x "" -en òg",BB_d53_AML.anonym.txt
det er så jævlig å si # det er ikke rart at jenter får e fordi de veit at konkurransen den den er uunngåelig for jo eldre de blir så er det stadig flere yppige damer som,BB_d53_AML.anonym.txt
stående hele tida så blir det nye attenåringer # nye attenåringer nye attenåringer hele tida de mens de bare en og tretti to og tretti tre og tretti fire og tretti,BB_d53_AML.anonym.txt
* jo men det er men det men det er jo ikke bare det det er jo ikke det er jo ikke bare det men | ja men hallo når det når dere # når dere er fem og førti,BB_d53_AML.anonym.txt
så kan ikke dere springe etter attenåringer fortsatt altså,BB_d53_AML.anonym.txt
nei | | jo jeg kan det,BB_d53_AML.anonym.txt
gutter kan det,BB_d53_AML.anonym.txt
du Roy # det fins gule andunger yes ## det er sant,BB_d53_AML.anonym.txt
* nei |,BB_d53_AML.anonym.txt
så trur n meg ikke det fins gule andunger du tapte,BB_d53_AML.anonym.txt
| ja da ja da |,BB_d53_AML.anonym.txt
jeg kanskje ikke jeg vet det andre dyr,BB_d53_AML.anonym.txt
nei det det er sant jeg | ja da,BB_d53_AML.anonym.txt
ja vi får se da vet du,BB_d53_AML.anonym.txt
det visste jeg også,BB_d53_AML.anonym.txt
det er sant,BB_d53_AML.anonym.txt
vi får se da vet du,BB_d53_AML.anonym.txt
* og det,BB_d53_AML.anonym.txt
visste jeg også,BB_d53_AML.anonym.txt
hun har vært inne her og funnet på noe lureri,BB_d53_AML.anonym.txt
pekinganda har gule andunger blant_annet # tannender har gule andunger yes,BB_d53_AML.anonym.txt
|,BB_d53_AML.anonym.txt
| nei for faen |,BB_d53_AML.anonym.txt
hvor er lua mi ? ## hvor i helvete er lua mi ?,BB_d53_AML.anonym.txt
* ja herre min nå kan vi drite oss ut altså,BB_d53_AML.anonym.txt
hæ jeg må ikke ha genser må jeg det ?,BB_d53_AML.anonym.txt
hvor er tøyet deres da ## hvor er tøyet til ?,BB_d53_AML.anonym.txt
| ta n med deg ut,BB_d53_AML.anonym.txt
spør hvor tøyet deres er ## hvor tøyet til de grønne guttene hvor er det ?,BB_d53_AML.anonym.txt
vet ikke jeg,BB_d53_AML.anonym.txt
spør de da,BB_d53_AML.anonym.txt
* å ja,BB_d53_AML.anonym.txt
lua litt på snei da ## ok tropp ## rett,BB_d53_AML.anonym.txt
d-day,BB_d53_AML.anonym.txt
ja,BB_d53_AML.anonym.txt
du har vært nominert to ganger Morten # nå ?,BB_d53_AML.anonym.txt
ja,BB_d53_AML.anonym.txt
Roy òg har to,BB_d53_AML.anonym.txt
mm,BB_d53_AML.anonym.txt
du har fire ? ## herregud det er rart # hvis ikke meg og Anette eller Lars har vært nominert ei eneste gang,BB_d53_AML.anonym.txt
nei ##,BB_d53_AML.anonym.txt
* synes det er,BB_d53_AML.anonym.txt
og ...,BB_d53_AML.anonym.txt
rart at Anita blir nominert hver jævlige gang men det er jo,BB_d53_AML.anonym.txt
greit nok det,BB_d53_AML.anonym.txt
""" hver jævla gang "" # herregud",BB_d53_AML.anonym.txt
er ikke så bitch er jeg det da,BB_d53_AML.anonym.txt
nei,BB_d53_AML.anonym.txt
nei det må jo være litt kjedelig da du er her inne og har vært her i hvor lenge nå åtte ni uker,BB_d53_AML.anonym.txt
ja men det det er sånn er det ikke sånn på de fleste andre sånne program òg at der er en person som blir nominert ## liksom under,BB_d53_AML.anonym.txt
* men # altså,BB_d53_AML.anonym.txt
ikke sant jeg føler jo ikke at jeg er mislikt her inne jeg føler ikke at det,BB_d53_AML.anonym.txt
nei men det er ingen som er mislikt,BB_d53_AML.anonym.txt
nei,BB_d53_AML.anonym.txt
men det er bare det er bare # nominering det er bare noe du må gjøre # der er jo ingen som er mislikt der er jo ingen som er # støtt ut eller noe sånn,BB_d53_AML.anonym.txt
* nei,BB_d53_AML.anonym.txt
nei,BB_d53_AML.anonym.txt
det er jo ikke det # det var liksom det spurte de meg om sa jeg det er største skrekken jeg kan tenke meg det må være å gå inn også,BB_d53_AML.anonym.txt
* nei,BB_d53_AML.anonym.txt
også blir du liksom støtt ut på en måte at du alt det du må gjøre må du gjøre aleine og ingen vil samarbeide med deg eller noen ting liksom # så det må være det verste,BB_d53_AML.anonym.txt
* mm,BB_d53_AML.anonym.txt
men ## så lenge jeg ikke # føler # at jeg er mislikt # og føler at jeg # det er noe spesielt # negativt med meg # at det er derfor jeg blir nominert hver gang så # går det jo helt greit,BB_d53_AML.anonym.txt
* mm,BB_d53_AML.anonym.txt
mm,BB_d53_AML.anonym.txt
"også # har jeg også en viss peiling på # hvem som nominerer meg da # ikke sant så ### og også sa han også "" jammen det kan jo også være små marginer "" det kan jo være det òg",BB_d53_AML.anonym.txt
mm ## jeg meiner det kan jo være et poeng ifra # at en av en til hadde blitt nominert # altså at det hadde vært fire for_eksempel,BB_d53_AML.anonym.txt
* mm,BB_d53_AML.anonym.txt
ja men jeg mener står fortsatt på det jeg sa ute i_stad til Lars også at det,BB_d53_AML.anonym.txt
at hva ?,BB_d53_AML.anonym.txt
jeg tror ikke er noe problem å plukke ut hvem som har nominert meg liksom,BB_d53_AML.anonym.txt
ja nei # nei ikke jeg heller # jeg er ganske sikker på # hvem det er,BB_d53_AML.anonym.txt
mamma,BB_d53_AML.anonym.txt
jammen det er jo også blitt det,BB_d53_AML.anonym.txt
"men det blir sånn allikevel når du har pakka kofferten og sitter her og så sier Arve "" ja hallo i huset igjen "" liksom "" denne gangen # ja # denne gangen er det alvor som dere sikkert vet "" sier n",BB_d53_AML.anonym.txt
også vet du at nå er det # kvarter igjen # så sendinga er av lufta # så så kan dere åpne konvolutten og så vet du at i løpet av to minutter # så er du ute av døra,BB_d53_AML.anonym.txt
* ja,BB_d53_AML.anonym.txt
ja,BB_d53_AML.anonym.txt
mm,BB_d53_AML.anonym.txt
men e sånn # altså jeg blitt vant til å bli nominert nå vant til å pakke kofferten alle sånne ting # og jeg blir heller ikke noe nervøs i løpet av uka men på torsdagen # da blir jeg nervøs # hver gang # da kjenner jeg sommerfugler i magen og # bobler og # jeg vil ikke ut # da blir jeg sånn,BB_d53_AML.anonym.txt
kan ikke du kjøre sånn kortidsspåing på to dager da ## hva som skjer de neste to dagene,BB_d53_AML.anonym.txt
det er ikke noe som heter pause hos meg,BB_d53_AML.anonym.txt
""" nei "" sier Anita "" jeg kan ikke jobbe i dag det passer ikke med kortene mine """,BB_d53_AML.anonym.txt
ja,BB_d53_AML.anonym.txt
"* "" Anita",BB_d53_AML.anonym.txt
"nå må du forte deg på kjøkkenet nå må du stå opp da nå er nå kommer det masse gjester "" # "" ja vekk meg om ti minutter jeg er inni sånn god drøm jeg er inni sånn god drøm nå """,BB_d53_AML.anonym.txt
* nei det er ingenting som heter pause,BB_d53_AML.anonym.txt
der fins ikke pauser,BB_d53_AML.anonym.txt
""" Anita nå må du gå i kassa "" # "" jammen jeg er jo i kassa "" # "" herregud Anita "" # "" å nei men jeg # ja men da drømte jeg at jeg var i kassa da # det var så virkelig """,BB_d53_AML.anonym.txt
* også Ro- | | også Rodney | ja,BB_d53_AML.anonym.txt
"også kommer Rodney vet du # "" e Rodney ta også lag en hamburger "" "" ja ### hva e hva """,BB_d53_AML.anonym.txt
"| "" e e ja """,BB_d53_AML.anonym.txt
""" og våre hamburgere er av hundre prosent stor storfekjøtt "" ## e sier Anne Mona "" Rodney det er bare åtti prosent storfekjøtt "" # "" ja men # jeg mente ikke sånn hundre prosent hundre """,BB_d53_AML.anonym.txt
ja,BB_d53_AML.anonym.txt
"også kommer også kommer Ramsy da # "" e jeg skal ha en pommes_frites jeg "" # "" med eller uten sæd """,BB_d53_AML.anonym.txt
mm,BB_d53_AML.anonym.txt
ja,BB_d53_AML.anonym.txt
"ja # så sier jentene som skal ha noe spesielt på pommes_fritesen så sier n bare ## "" du er helt sprengt i hodet """,BB_d53_AML.anonym.txt
""" kvinnfolk # har ikke intelligens """,BB_d53_AML.anonym.txt
* ja det hadde n sagt,BB_d53_AML.anonym.txt
"vet du hadde sittet i kassa # "" kvinnfolk # dere er helt sprengt """,BB_d53_AML.anonym.txt
* ja |,BB_d53_AML.anonym.txt
"også hvis Roy hvis det ikke stemte hvis Roy står der med pengene også sier han # "" e jeg skal ha tilbake femti kroner """,BB_d53_AML.anonym.txt
""" nei """,BB_d53_AML.anonym.txt
"så ## tar n det blikket der ## "" nei nei """,BB_d53_AML.anonym.txt
""" de ligger i lomma mi ## jeg sparer på dem """,BB_d53_AML.anonym.txt
""" nei det er ikke jeg som har gjort det det er ikke jeg som har gjort det """,BB_d53_AML.anonym.txt
* ja,BB_d53_AML.anonym.txt
""" it wasn ' t me """,BB_d53_AML.anonym.txt
wasn ' t me,BB_d53_AML.anonym.txt
også sånn Lars han står utafor og tar parkeringsavgift på bilene da selv om det egentlig er gratis parkering har lagd sånne egne sånn har kjøpt sånn billettblokk da med en to tre fire fem,BB_d53_AML.anonym.txt
* ja | ja |,BB_d53_AML.anonym.txt
og det er jeg som tje- # og det er jeg som tjener mest,BB_d53_AML.anonym.txt
* og tjener masse penger og vi jobber mest,BB_d53_AML.anonym.txt
ja du tjener mer enn det vi har i timen der_inne,BB_d53_AML.anonym.txt
* hva er det Anette gjør da ?,BB_d53_AML.anonym.txt
Anette ## hun e ## hun er hun er vaskehjelp der # også driver folk og slenger sånne bemerkninger til a at hun kommer til å være der i all evighet så sier a,BB_d53_AML.anonym.txt
""" jeg kjenner meg selv såpass godt at jeg bare kommer til å være her i sommer "" også i desember så står a",BB_d53_AML.anonym.txt
ja |,BB_d53_AML.anonym.txt
""" for jeg skal bli e farmasøyt "" eller hva det",BB_d53_AML.anonym.txt
hvem er det vi har igjen da ?,BB_d53_AML.anonym.txt
da har vi alle,BB_d53_AML.anonym.txt
lurer på åssen folk e ute reagerer på det jeg at det er så mye puling her,BB_d53_AML.anonym.txt
ja,BB_d53_AML.anonym.txt
"det er sikkert noen som syns det er kult mens andre syns "" fy_faen for noe folk som gjør dette her på tv "" og sånn",BB_d53_AML.anonym.txt
mm,BB_d53_AML.anonym.txt
er massevis av folk som hater pornofilmer og pornoscener,BB_d53_AML.anonym.txt
* ja ja ja,BB_d53_AML.anonym.txt
tenk deg en sånn # altså # Anne Mona hadde en hun er jo bor jo nesten nedi bibelbeltet der,BB_d53_AML.anonym.txt
hun kommer til å bli utstøtt hun,BB_d53_AML.anonym.txt
jeg vet ikke jeg har ikke så vondt av a stakkar når hun skal hjem igjen jeg trur ikke det blir så lett for hun,BB_d53_AML.anonym.txt
